ErrorID,hrResult,ErrorLevel,MarkDelete,ErrorMsg
739,-2147156719,2,0,Error while crawling LOB contents.
740,-2147156718,2,0,The SharePoint server was moved to a different location.
741,-2147156717,2,0,The gatherer application could not be mounted because the search administration database schema version is greater than its target schema version and is not supported by the farm. One or more servers in the farm might need to be updated with the latest patch.
742,-2147156716,2,0,The gatherer application could not be mounted because the search gatherer database schema version is greater than its target schema version and is not supported by the farm. One or more servers in the farm might need to be updated with the latest patch.
743,-2147156715,2,0,The gatherer application could not be mounted because the search property store database schema version is greater than its target schema version and is not supported by the farm. One or more servers in the farm might need to be updated with the latest patch.
744,-2147156714,2,0,The gatherer application could not be mounted as the application specific schema version could not be retrieved. Check if the products file is updated with valid compatibility schema versions for all the gatherer applications.
745,-2147156711,2,0,Anonymous crawling is not allowed for Sharepoint sites. Check crawl rules to disable anonymous crawling for this URL.
746,-2147156710,2,0,Configured crawl target web frontends couldn't be validated. Check if the crawl target web frontends are accessible and AAM is configured.
747,-2147156709,2,0,Could not access the Search links database. A generic error occurred while trying to access the database to obtain the schema version info.
748,-2147156708,2,0,The gatherer application could not be mounted because the search links store database schema version is greater than its target schema version and is not supported by the farm. One or more servers in the farm might need to be updated with the latest patch.
749,-2147156707,2,0,The gatherer application could not be mounted because the search links store database schema version does not match the expected backwards compatibility schema version. The database might not have been upgraded.
750,-2147156706,2,0,XML parser was unable to parse the XML because it was not properly formed.
751,-2147156705,2,0,SharePoint failed to process this item.
752,-2147156704,2,0,The document has no security descriptor.
753,-2147156703,2,0,"Crawling of this item failed, HTTP 504: Gateway Timeout. Try accessing the item using a browser on the crawl machine. If URL is accessible through the browser, it is possible that the crawl targets for that host are not configured correctly. Please contact the Host Administrator for assistance."
754,-2147156448,2,0,Processing this item failed because of an unknown error when trying to parse its contents.
755,-2147156447,2,0,Processing this item failed because the parser does not support the file type.
756,-2147156446,2,0,Processing this item failed because the parser encountered problems reading the input.
757,-2147156445,2,0,Processing this item failed because of an unknown error when trying to load the parser's configuration.
758,-2147156444,2,0,Processing this item failed because of an unknown error when an Ifilter was trying to parse its contents.
759,-2147156443,2,0,Processing this item failed because of a timeout when parsing its contents.
760,-2147156442,2,0,Processing this item failed because of an initialization failure in the PDF parser.
761,-2147156441,2,0,Processing this item failed because of an initialization failure in the HTML parser.
762,-2147156440,2,0,Processing this item failed because of an initialization failure in the plain-text parser.
763,-2147156439,2,0,Processing this item failed because of an initialization failure in the JPEG parser.
764,-2147156438,2,0,Processing this item failed because of an initialization failure in the IFilter parser.
765,-2147156437,2,0,Processing this item failed because of an initialization failure in the Word parser.
766,-2147156436,2,0,Processing this item failed because of an initialization failure in the XML parser.
767,-2147156435,2,0,Processing this item failed because of an initialization failure in the GIF parser.
768,-2147156434,2,0,Processing this item failed because of an initialization failure in the PowerPoint parser.
769,-2147156433,2,0,Processing this item failed because of a PDF parser error.
770,-2147156432,2,0,Processing this item failed because of a HTML parser error.
771,-2147156431,2,0,Processing this item failed because of a plain-text parser error.
772,-2147156430,2,0,Processing this item failed because of a JPEG parser error.
773,-2147156429,2,0,Processing this item failed because of a IFilter parser error.
774,-2147156428,2,0,Processing this item failed because of a Word parser error.
775,-2147156427,2,0,Processing this item failed because of a XML parser error.
776,-2147156426,2,0,Processing this item failed because of a GIF parser error.
777,-2147156425,2,0,Processing this item failed because of a PowerPoint parser error.
778,-2147156424,2,0,Processing this item failed because the parser server ran out of memory.
779,-2147156423,2,0,Processing this item failed because the parser could not recognize the content's encoding.
780,-2147156422,2,0,Processing this item failed because the parsed output was greater than the maximum number of allowed characters (2 million).
781,-2147156421,2,0,Processing this item failed because the parser found too many invalid characters in its contents.
782,-2147156420,2,0,Processing this item failed because the parser could not recognize its file type.
783,-2147156419,2,0,Processing this item failed because of an unknown error when trying to detect its file type.
784,-2147156418,2,0,The processing of this item timed out in content processing.
785,-2147156701,2,0,"This item was not indexed because its security information contains complex ACE types, which are not supported."
786,-2147156700,2,0,The crawl account did not have sufficient privileges to access the security attributes of this file or folder. Ensure the crawl account has the 'Manage auditing and security log' privilege.
787,-2147156699,2,0,SocialInfoExtractor Operator error in CTS flow.
788,-2147156697,2,0,Could not access the Search Analytics Reporting database. A generic error occurred while trying to access the database to obtain the schema version info.
789,-2147156696,2,0,The gatherer application could not be mounted because the Search Analytics Reporting store database schema version is greater than its target schema version and is not supported by the farm. One or more servers in the farm might need to be updated with the latest patch.
790,-2147156695,2,0,The gatherer application could not be mounted because the Search Analytics Reporting store database schema version does not match the expected backwards compatibility schema version. The database might not have been upgraded.
791,-2147156694,2,0,Processing the links for this item failed because the URI associated with it was empty.
792,-2147156693,2,0,Processing the links for this item failed because the URI associated with it was invalid.
793,-2147156692,2,0,Processing this item failed because the Search Service Application could not be located.
794,-2147156691,2,0,Processing this item failed because no connection with the Link Database could be established. The item will be automatically retried later. The item was added to the content index and will be searchable.
795,-2147156690,2,0,"Processing this item failed because the the insert in Link Database was aborted. For more details, see system log messages."
796,-2147156689,2,0,Processing this item failed because the name of the Search Service Application could not be looked up.
797,-2147156688,2,0,The item failed due to an error occurring in the configured external content processing enrichment web service (see details for service error code).
798,-2147156687,2,0,The item failed due to an error occurring when sending or receiving data to the external content processing enrichment web service.
799,-2147156686,2,0,The item could not be indexed successfully because one or more of the index components was in a bad state.
800,-2147156685,2,0,"The item could not be indexed successfully because it had the following invalid properties: Operation, Document ID."
801,-2147156684,2,0,The item could not be indexed successfully because one or more of the index partitions was not available for indexing.
802,-2147156683,2,0,The item could not be indexed successfully because the item failed in the indexing subsystem.
803,-2147156681,2,0,The item could not be indexed successfully because of an internal content processing error.
804,-2147156680,2,0,The content processing component failed to retrieve the item blob from temporary storage.
805,-2147156679,2,0,Unable to retrieve index system.
806,-2147156678,2,0,SharePoint returned an empty response.
807,-2147216896,2,0,"The crawler could not communicate with the server. Check that the server is available and that the firewall access is configured correctly. If the repository was temporarily unavailable, an incremental crawl will fix this error."
808,-2147216895,2,1,The object was not found.
809,-2147216894,2,0,The crawler could not get a response because the remote server does not support the functionality required to fulfill the request. This may be caused by the parameters passed in the address.
811,-2147216891,2,1,"Access is denied. Verify that either the Default Content Access Account has access to this repository, or add a crawl rule to crawl this repository. If the repository being crawled is a SharePoint repository, verify that the account you are using has ""Full Read"" permissions on the SharePoint Web Application being crawled."
812,-2147216890,2,0,The crawler could not communicate with the server. Check that the server is available and that the firewall access is configured correctly.
813,-2147216889,2,0,You have been redirected to an address that does not exist. Check that the source address is redirecting to an accessible address.
814,-2147216888,2,0,The item could not be accessed on the remote server because its address has an invalid syntax.
815,-2147216887,2,0,This item could not be crawled because the crawler could not connect to the repository.
816,-2147216879,2,0,The item will not be crawled because the Access Control List allows no one to read the item. Check that this is intended.
817,-2147216878,2,0,"Search cannot crawl the item, because its Access Control List exceeded 64 KB. Check that the item has a valid Access Control List."
818,-1073475044,2,0,The current access account does not have access to the source. To correct this problem specify a different access account or provide authentication information for this source.
819,-1073475043,2,0,The profile import default access account is set to use the default content access account which has not been specified. To correct this problem change the profile import default access account or specify the default content access account.
820,-1073475023,2,0,The repository has returned an unexpected response.
821,-2147024690,2,0,The filename or extension is too long.
822,-2147024858,2,0,Reached the end of the file.
823,-2147024843,2,0,The network path was not found.
824,-2147286775,2,0,The docfile has been corrupted.
825,-2147024809,2,0,The parameter is incorrect.
826,-2147352567,2,0,Exception occurred.
827,-2147024713,2,0,Cannot create a file when that file already exists.
828,-2130245369,2,0,The backend database of the remote SharePoint server might not be running. Try crawling the server again later.
829,-2130246315,2,0,The backend database of the remote SharePoint server might not be running. Try crawling the server again later.
830,-2130246341,2,0,The backend database of the remote SharePoint server might not be running. Try crawling the server again later.
831,-2130246318,2,0,The crawler could not authenticate the certificate for the remote server. Try using the Fully Qualified Domain Name of the remote server as a start address.
832,-2147024845,2,0,The item could not be crawled because the crawler did not receive a response from the remote server.
833,-2147024773,2,0,The item could not be crawled because the Microsoft Single Sign-on service failed to connect to the backend database server.
834,-2130575322,2,0,The SharePoint list pointed to by this URL does not exist. Verify that it can be accessed using an internet browser.
835,-1072898046,2,0,The XML returned by the remote server is corrupt.
836,-1072896766,2,0,The XML returned by the remote server is corrupt.
837,-2130575340,2,0,One of the fields on the SharePoint List does not exist or has become corrupt.
838,-2147012891,2,0,This item was not indexed because the URL for this item contained characters that are not valid.
839,-2147221164,2,0,A component required for crawling this type of content is not registered with this application server. View the event logs for more information.
840,-2147221005,2,0,A component required for crawling this type of content failed to load on this application server. View the event logs for more information.
841,-1072894406,2,0,NULL
842,-1072894405,2,0,NULL
843,-1072894386,2,0,NULL
844,-2147012866,2,0,NULL
845,-2147012746,2,0,NULL
846,-1072894419,2,0,NULL
847,-1072894367,2,0,NULL
848,-1072894403,2,0,NULL
849,-2147024735,2,0,NULL
850,-1072894402,2,0,NULL
851,-1072894420,2,0,NULL
852,-1072894430,2,0,NULL
853,-1072894429,2,0,NULL
854,-1072894460,2,0,NULL
855,-2147024671,2,0,NULL
856,-1072894421,2,0,NULL
857,-1072894463,2,0,NULL
858,-1073741819,2,0,NULL
859,-2147467259,2,0,NULL
860,-1072894426,2,0,NULL
861,-2147024888,2,0,NULL
862,-2147023441,2,0,NULL
863,-2146232800,2,0,NULL
864,-2147418113,2,0,NULL
865,-2147024832,2,0,NULL
866,-1072894363,2,0,NULL
867,-2146232060,2,0,NULL
